timestamp,x,y,z,mission_state,risk_level,recommended_action,temperature,gas_ppm,vibration,inclination,battery,obstacle_distance,person_detected,current_objective,decision_status,last_alert
2026-06-11T14:16:25,-2.4772,0.0464,0.45,SIN_ESTADO,Bajo,Avanzar,24.0,21.7,0.15,3.6,98.0,4.58,0,SIN_OBJETIVO,SIN_DECISION,SIN_ALERTAS
2026-06-11T14:16:26,-1.7365,0.163,0.45,EXPLORANDO,Bajo,Avanzar,22.6,25.4,0.27,2.9,97.9,4.6,0,"Zona de escombros inicial | target=(1.50, 0.80) | robot=(-1.88, 0.13)",Decision | state=EXPLORANDO | objective=Zona de escombros inicial | risk=Bajo | accion_ia=Avanzar | gas=25.4ppm | temp=22.6C | vib=0.27 | inc=2.9deg | bateria=97.9% | obstaculo=4.60m | persona=0 | decision=Riesgo bajo. Continuar exploración hacia waypoint.,"ALERTA BASE #2 | estado=EXPLORANDO | x=-1.88, y=0.13 | Waypoint alcanzado. Nuevo objetivo: Zona de escombros inicial"
2026-06-11T14:16:37,2.8636,0.5226,0.45,EXPLORANDO_CON_PRECAUCION,Medio,Avanzar con precaucion,28.3,193.2,1.05,18.3,96.2,2.18,0,"Cruce inestable | target=(3.20, 1.40) | robot=(2.81, 0.42)",Decision | state=EXPLORANDO_CON_PRECAUCION | objective=Cruce inestable | risk=Medio | accion_ia=Avanzar con precaucion | gas=182.8ppm | temp=30.2C | vib=1.09 | inc=17.0deg | bateria=96.4% | obstaculo=2.21m | persona=0 | decision=Riesgo medio. Avanzar lentamente hacia objetivo.,"ALERTA BASE #3 | estado=EXPLORANDO | x=1.35, y=1.53 | Waypoint alcanzado. Nuevo objetivo: Cruce inestable"
2026-06-11T14:16:38,2.8206,0.5869,0.45,EXPLORANDO_CON_PRECAUCION,Medio,Avanzar con precaucion,28.5,195.1,1.14,16.7,96.1,2.21,0,"Cruce inestable | target=(3.20, 1.40) | robot=(2.83, 0.58)",Decision | state=EXPLORANDO_CON_PRECAUCION | objective=Cruce inestable | risk=Medio | accion_ia=Avanzar con precaucion | gas=195.1ppm | temp=28.5C | vib=1.14 | inc=16.7deg | bateria=96.1% | obstaculo=2.21m | persona=0 | decision=Riesgo medio. Avanzar lentamente hacia objetivo.,"ALERTA BASE #3 | estado=EXPLORANDO | x=1.35, y=1.53 | Waypoint alcanzado. Nuevo objetivo: Cruce inestable"
2026-06-11T14:16:39,2.7435,0.5932,0.45,EXPLORANDO_CON_PRECAUCION,Medio,Avanzar con precaucion,30.3,188.8,1.16,16.7,95.9,2.29,0,"Cruce inestable | target=(3.20, 1.40) | robot=(2.83, 0.58)",Decision | state=EXPLORANDO_CON_PRECAUCION | objective=Cruce inestable | risk=Medio | accion_ia=Avanzar con precaucion | gas=195.1ppm | temp=28.5C | vib=1.14 | inc=16.7deg | bateria=96.1% | obstaculo=2.21m | persona=0 | decision=Riesgo medio. Avanzar lentamente hacia objetivo.,"ALERTA BASE #3 | estado=EXPLORANDO | x=1.35, y=1.53 | Waypoint alcanzado. Nuevo objetivo: Cruce inestable"
2026-06-11T14:16:40,2.6906,0.5367,0.45,EXPLORANDO_CON_PRECAUCION,Medio,Avanzar con precaucion,28.3,188.3,1.0,15.7,95.8,2.33,0,"Cruce inestable | target=(3.20, 1.40) | robot=(2.70, 0.55)",Decision | state=EXPLORANDO_CON_PRECAUCION | objective=Cruce inestable | risk=Medio | accion_ia=Avanzar con precaucion | gas=188.3ppm | temp=28.3C | vib=1.00 | inc=15.7deg | bateria=95.8% | obstaculo=2.33m | persona=0 | decision=Riesgo medio. Avanzar lentamente hacia objetivo.,"ALERTA BASE #3 | estado=EXPLORANDO | x=1.35, y=1.53 | Waypoint alcanzado. Nuevo objetivo: Cruce inestable"
2026-06-11T14:16:41,2.702,0.4602,0.45,EXPLORANDO_CON_PRECAUCION,Medio,Avanzar con precaucion,28.3,180.7,1.13,16.3,95.6,2.25,0,"Cruce inestable | target=(3.20, 1.40) | robot=(2.70, 0.55)",Decision | state=EXPLORANDO_CON_PRECAUCION | objective=Cruce inestable | risk=Medio | accion_ia=Avanzar con precaucion | gas=188.3ppm | temp=28.3C | vib=1.00 | inc=15.7deg | bateria=95.8% | obstaculo=2.33m | persona=0 | decision=Riesgo medio. Avanzar lentamente hacia objetivo.,"ALERTA BASE #3 | estado=EXPLORANDO | x=1.35, y=1.53 | Waypoint alcanzado. Nuevo objetivo: Cruce inestable"
2026-06-11T14:16:42,2.769,0.4216,0.45,EXPLORANDO_CON_PRECAUCION,Medio,Avanzar con precaucion,28.3,179.6,1.0,16.1,95.5,2.36,0,"Cruce inestable | target=(3.20, 1.40) | robot=(2.75, 0.42)",Decision | state=EXPLORANDO_CON_PRECAUCION | objective=Cruce inestable | risk=Medio | accion_ia=Avanzar con precaucion | gas=179.6ppm | temp=28.3C | vib=1.00 | inc=16.1deg | bateria=95.5% | obstaculo=2.36m | persona=0 | decision=Riesgo medio. Avanzar lentamente hacia objetivo.,"ALERTA BASE #3 | estado=EXPLORANDO | x=1.35, y=1.53 | Waypoint alcanzado. Nuevo objetivo: Cruce inestable"
2026-06-11T14:16:43,2.841,0.4501,0.45,EXPLORANDO_CON_PRECAUCION,Medio,Avanzar con precaucion,30.5,183.3,1.14,18.6,95.3,2.35,0,"Cruce inestable | target=(3.20, 1.40) | robot=(2.75, 0.42)",Decision | state=EXPLORANDO_CON_PRECAUCION | objective=Cruce inestable | risk=Medio | accion_ia=Avanzar con precaucion | gas=179.6ppm | temp=28.3C | vib=1.00 | inc=16.1deg | bateria=95.5% | obstaculo=2.36m | persona=0 | decision=Riesgo medio. Avanzar lentamente hacia objetivo.,"ALERTA BASE #3 | estado=EXPLORANDO | x=1.35, y=1.53 | Waypoint alcanzado. Nuevo objetivo: Cruce inestable"
2026-06-11T14:16:44,2.8633,0.5241,0.45,EXPLORANDO_CON_PRECAUCION,Medio,Avanzar con precaucion,28.8,187.3,1.1,16.4,95.2,2.08,0,"Cruce inestable | target=(3.20, 1.40) | robot=(2.86, 0.51)",Decision | state=EXPLORANDO_CON_PRECAUCION | objective=Cruce inestable | risk=Medio | accion_ia=Avanzar con precaucion | gas=187.3ppm | temp=28.8C | vib=1.10 | inc=16.4deg | bateria=95.2% | obstaculo=2.08m | persona=0 | decision=Riesgo medio. Avanzar lentamente hacia objetivo.,"ALERTA BASE #3 | estado=EXPLORANDO | x=1.35, y=1.53 | Waypoint alcanzado. Nuevo objetivo: Cruce inestable"
2026-06-11T14:16:45,2.8193,0.5877,0.45,EXPLORANDO_CON_PRECAUCION,Medio,Avanzar con precaucion,28.3,181.9,1.1,19.4,95.0,2.18,0,"Cruce inestable | target=(3.20, 1.40) | robot=(2.86, 0.51)",Decision | state=EXPLORANDO_CON_PRECAUCION | objective=Cruce inestable | risk=Medio | accion_ia=Avanzar con precaucion | gas=187.3ppm | temp=28.8C | vib=1.10 | inc=16.4deg | bateria=95.2% | obstaculo=2.08m | persona=0 | decision=Riesgo medio. Avanzar lentamente hacia objetivo.,"ALERTA BASE #3 | estado=EXPLORANDO | x=1.35, y=1.53 | Waypoint alcanzado. Nuevo objetivo: Cruce inestable"
2026-06-11T14:16:46,2.7421,0.5927,0.45,EXPLORANDO_CON_PRECAUCION,Medio,Avanzar con precaucion,29.7,178.9,1.11,18.9,94.9,2.09,0,"Cruce inestable | target=(3.20, 1.40) | robot=(2.76, 0.60)",Decision | state=EXPLORANDO_CON_PRECAUCION | objective=Cruce inestable | risk=Medio | accion_ia=Avanzar con precaucion | gas=178.9ppm | temp=29.7C | vib=1.11 | inc=18.9deg | bateria=94.9% | obstaculo=2.09m | persona=0 | decision=Riesgo medio. Avanzar lentamente hacia objetivo.,"ALERTA BASE #3 | estado=EXPLORANDO | x=1.35, y=1.53 | Waypoint alcanzado. Nuevo objetivo: Cruce inestable"
2026-06-11T14:16:47,2.6902,0.5353,0.45,EXPLORANDO_CON_PRECAUCION,Medio,Avanzar con precaucion,30.5,189.0,1.04,18.9,94.7,2.47,0,"Cruce inestable | target=(3.20, 1.40) | robot=(2.76, 0.60)",Decision | state=EXPLORANDO_CON_PRECAUCION | objective=Cruce inestable | risk=Medio | accion_ia=Avanzar con precaucion | gas=178.9ppm | temp=29.7C | vib=1.11 | inc=18.9deg | bateria=94.9% | obstaculo=2.09m | persona=0 | decision=Riesgo medio. Avanzar lentamente hacia objetivo.,"ALERTA BASE #3 | estado=EXPLORANDO | x=1.35, y=1.53 | Waypoint alcanzado. Nuevo objetivo: Cruce inestable"
2026-06-11T14:16:48,2.7029,0.459,0.45,EXPLORANDO_CON_PRECAUCION,Medio,Avanzar con precaucion,29.7,178.2,0.98,17.9,94.6,2.26,0,"Cruce inestable | target=(3.20, 1.40) | robot=(2.69, 0.47)",Decision | state=EXPLORANDO_CON_PRECAUCION | objective=Cruce inestable | risk=Medio | accion_ia=Avanzar con precaucion | gas=178.2ppm | temp=29.7C | vib=0.98 | inc=17.9deg | bateria=94.6% | obstaculo=2.26m | persona=0 | decision=Riesgo medio. Avanzar lentamente hacia objetivo.,"ALERTA BASE #3 | estado=EXPLORANDO | x=1.35, y=1.53 | Waypoint alcanzado. Nuevo objetivo: Cruce inestable"
2026-06-11T14:16:49,2.7705,0.4215,0.45,EXPLORANDO_CON_PRECAUCION,Medio,Avanzar con precaucion,29.7,174.6,1.08,15.5,94.4,2.34,0,"Cruce inestable | target=(3.20, 1.40) | robot=(2.69, 0.47)",Decision | state=EXPLORANDO_CON_PRECAUCION | objective=Cruce inestable | risk=Medio | accion_ia=Avanzar con precaucion | gas=178.2ppm | temp=29.7C | vib=0.98 | inc=17.9deg | bateria=94.6% | obstaculo=2.26m | persona=0 | decision=Riesgo medio. Avanzar lentamente hacia objetivo.,"ALERTA BASE #3 | estado=EXPLORANDO | x=1.35, y=1.53 | Waypoint alcanzado. Nuevo objetivo: Cruce inestable"
2026-06-11T14:16:50,2.842,0.4512,0.45,EXPLORANDO_CON_PRECAUCION,Medio,Avanzar con precaucion,30.2,180.8,1.13,19.3,94.3,2.15,0,"Cruce inestable | target=(3.20, 1.40) | robot=(2.83, 0.44)",Decision | state=EXPLORANDO_CON_PRECAUCION | objective=Cruce inestable | risk=Medio | accion_ia=Avanzar con precaucion | gas=180.8ppm | temp=30.2C | vib=1.13 | inc=19.3deg | bateria=94.3% | obstaculo=2.15m | persona=0 | decision=Riesgo medio. Avanzar lentamente hacia objetivo.,"ALERTA BASE #3 | estado=EXPLORANDO | x=1.35, y=1.53 | Waypoint alcanzado. Nuevo objetivo: Cruce inestable"
2026-06-11T14:16:51,2.8631,0.5256,0.45,EXPLORANDO_CON_PRECAUCION,Medio,Avanzar con precaucion,30.4,181.2,1.04,17.9,94.1,2.09,0,"Cruce inestable | target=(3.20, 1.40) | robot=(2.83, 0.44)",Decision | state=EXPLORANDO_CON_PRECAUCION | objective=Cruce inestable | risk=Medio | accion_ia=Avanzar con precaucion | gas=180.8ppm | temp=30.2C | vib=1.13 | inc=19.3deg | bateria=94.3% | obstaculo=2.15m | persona=0 | decision=Riesgo medio. Avanzar lentamente hacia objetivo.,"ALERTA BASE #3 | estado=EXPLORANDO | x=1.35, y=1.53 | Waypoint alcanzado. Nuevo objetivo: Cruce inestable"
2026-06-11T14:16:52,2.7952,0.6029,0.45,EXPLORANDO_CON_PRECAUCION,Medio,Avanzar con precaucion,28.8,182.0,1.06,19.8,94.0,2.2,0,"Borde de zona crítica | target=(4.70, 2.00) | robot=(2.83, 0.58)",Decision | state=EXPLORANDO_CON_PRECAUCION | objective=Borde de zona crítica | risk=Medio | accion_ia=Avanzar con precaucion | gas=182.0ppm | temp=28.8C | vib=1.06 | inc=19.8deg | bateria=94.0% | obstaculo=2.20m | persona=0 | decision=Riesgo medio. Avanzar lentamente hacia objetivo.,"ALERTA BASE #4 | estado=EXPLORANDO_CON_PRECAUCION | x=2.83, y=0.58 | Waypoint alcanzado. Nuevo objetivo: Borde de zona crítica"
2026-06-11T14:16:53,2.4572,0.6601,0.45,EXPLORANDO_CON_PRECAUCION,Medio,Avanzar con precaucion,31.0,175.5,1.08,17.9,93.8,2.35,0,"Borde de zona crítica | target=(4.70, 2.00) | robot=(2.83, 0.58)",Decision | state=EXPLORANDO_CON_PRECAUCION | objective=Borde de zona crítica | risk=Medio | accion_ia=Avanzar con precaucion | gas=182.0ppm | temp=28.8C | vib=1.06 | inc=19.8deg | bateria=94.0% | obstaculo=2.20m | persona=0 | decision=Riesgo medio. Avanzar lentamente hacia objetivo.,"ALERTA BASE #4 | estado=EXPLORANDO_CON_PRECAUCION | x=2.83, y=0.58 | Waypoint alcanzado. Nuevo objetivo: Borde de zona crítica"
2026-06-11T14:16:54,2.1643,0.4821,0.45,EXPLORANDO_CON_PRECAUCION,Medio,Avanzar con precaucion,29.5,165.4,0.9,17.8,93.7,2.62,0,"Borde de zona crítica | target=(4.70, 2.00) | robot=(2.21, 0.53)",Decision | state=EXPLORANDO_CON_PRECAUCION | objective=Borde de zona crítica | risk=Medio | accion_ia=Avanzar con precaucion | gas=165.4ppm | temp=29.5C | vib=0.90 | inc=17.8deg | bateria=93.7% | obstaculo=2.62m | persona=0 | decision=Riesgo medio. Avanzar lentamente hacia objetivo.,"ALERTA BASE #4 | estado=EXPLORANDO_CON_PRECAUCION | x=2.83, y=0.58 | Waypoint alcanzado. Nuevo objetivo: Borde de zona crítica"
2026-06-11T14:16:55,2.0323,0.1637,0.45,EXPLORANDO_CON_PRECAUCION,Medio,Avanzar con precaucion,27.6,157.2,0.92,14.4,93.5,2.75,0,"Borde de zona crítica | target=(4.70, 2.00) | robot=(2.21, 0.53)",Decision | state=EXPLORANDO_CON_PRECAUCION | objective=Borde de zona crítica | risk=Medio | accion_ia=Avanzar con precaucion | gas=165.4ppm | temp=29.5C | vib=0.90 | inc=17.8deg | bateria=93.7% | obstaculo=2.62m | persona=0 | decision=Riesgo medio. Avanzar lentamente hacia objetivo.,"ALERTA BASE #4 | estado=EXPLORANDO_CON_PRECAUCION | x=2.83, y=0.58 | Waypoint alcanzado. Nuevo objetivo: Borde de zona crítica"
2026-06-11T14:16:56,2.0991,-0.1751,0.45,EXPLORANDO_CON_PRECAUCION,Medio,Avanzar con precaucion,27.0,138.2,0.83,14.7,93.4,2.76,0,"Borde de zona crítica | target=(4.70, 2.00) | robot=(2.07, -0.11)",Decision | state=EXPLORANDO_CON_PRECAUCION | objective=Borde de zona crítica | risk=Medio | accion_ia=Avanzar con precaucion | gas=138.2ppm | temp=27.0C | vib=0.83 | inc=14.7deg | bateria=93.4% | obstaculo=2.76m | persona=0 | decision=Riesgo medio. Avanzar lentamente hacia objetivo.,"ALERTA BASE #4 | estado=EXPLORANDO_CON_PRECAUCION | x=2.83, y=0.58 | Waypoint alcanzado. Nuevo objetivo: Borde de zona crítica"
2026-06-11T14:16:57,2.3632,-0.3926,0.45,EXPLORANDO_CON_PRECAUCION,Medio,Avanzar con precaucion,27.8,160.8,0.8,14.3,93.2,2.59,0,"Borde de zona crítica | target=(4.70, 2.00) | robot=(2.07, -0.11)",Decision | state=EXPLORANDO_CON_PRECAUCION | objective=Borde de zona crítica | risk=Medio | accion_ia=Avanzar con precaucion | gas=138.2ppm | temp=27.0C | vib=0.83 | inc=14.7deg | bateria=93.4% | obstaculo=2.76m | persona=0 | decision=Riesgo medio. Avanzar lentamente hacia objetivo.,"ALERTA BASE #4 | estado=EXPLORANDO_CON_PRECAUCION | x=2.83, y=0.58 | Waypoint alcanzado. Nuevo objetivo: Borde de zona crítica"
2026-06-11T14:16:58,2.7045,-0.3732,0.45,EXPLORANDO_CON_PRECAUCION,Medio,Avanzar con precaucion,27.0,164.1,0.85,14.7,93.1,2.42,0,"Borde de zona crítica | target=(4.70, 2.00) | robot=(2.64, -0.40)",Decision | state=EXPLORANDO_CON_PRECAUCION | objective=Borde de zona crítica | risk=Medio | accion_ia=Avanzar con precaucion | gas=164.1ppm | temp=27.0C | vib=0.85 | inc=14.7deg | bateria=93.1% | obstaculo=2.42m | persona=0 | decision=Riesgo medio. Avanzar lentamente hacia objetivo.,"ALERTA BASE #4 | estado=EXPLORANDO_CON_PRECAUCION | x=2.83, y=0.58 | Waypoint alcanzado. Nuevo objetivo: Borde de zona crítica"
2026-06-11T14:16:59,2.9146,-0.108,0.45,EXPLORANDO_CON_PRECAUCION,Medio,Avanzar con precaucion,28.0,184.1,0.91,16.0,92.9,2.25,0,"Borde de zona crítica | target=(4.70, 2.00) | robot=(2.64, -0.40)",Decision | state=EXPLORANDO_CON_PRECAUCION | objective=Borde de zona crítica | risk=Medio | accion_ia=Avanzar con precaucion | gas=164.1ppm | temp=27.0C | vib=0.85 | inc=14.7deg | bateria=93.1% | obstaculo=2.42m | persona=0 | decision=Riesgo medio. Avanzar lentamente hacia objetivo.,"ALERTA BASE #4 | estado=EXPLORANDO_CON_PRECAUCION | x=2.83, y=0.58 | Waypoint alcanzado. Nuevo objetivo: Borde de zona crítica"
2026-06-11T14:17:00,2.8376,0.2216,0.45,EXPLORANDO_CON_PRECAUCION,Medio,Avanzar con precaucion,27.7,186.0,1.06,16.8,92.8,2.34,0,"Borde de zona crítica | target=(4.70, 2.00) | robot=(2.88, 0.16)",Decision | state=EXPLORANDO_CON_PRECAUCION | objective=Borde de zona crítica | risk=Medio | accion_ia=Avanzar con precaucion | gas=186.0ppm | temp=27.7C | vib=1.06 | inc=16.8deg | bateria=92.8% | obstaculo=2.34m | persona=0 | decision=Riesgo medio. Avanzar lentamente hacia objetivo.,"ALERTA BASE #4 | estado=EXPLORANDO_CON_PRECAUCION | x=2.83, y=0.58 | Waypoint alcanzado. Nuevo objetivo: Borde de zona crítica"
2026-06-11T14:17:01,2.5339,0.3728,0.45,EXPLORANDO_CON_PRECAUCION,Medio,Avanzar con precaucion,28.4,169.1,1.01,17.7,92.6,2.24,0,"Borde de zona crítica | target=(4.70, 2.00) | robot=(2.88, 0.16)",Decision | state=EXPLORANDO_CON_PRECAUCION | objective=Borde de zona crítica | risk=Medio | accion_ia=Avanzar con precaucion | gas=186.0ppm | temp=27.7C | vib=1.06 | inc=16.8deg | bateria=92.8% | obstaculo=2.34m | persona=0 | decision=Riesgo medio. Avanzar lentamente hacia objetivo.,"ALERTA BASE #4 | estado=EXPLORANDO_CON_PRECAUCION | x=2.83, y=0.58 | Waypoint alcanzado. Nuevo objetivo: Borde de zona crítica"
2026-06-11T14:17:02,2.2219,0.2394,0.45,EXPLORANDO_CON_PRECAUCION,Medio,Avanzar con precaucion,29.9,157.4,0.93,15.9,92.5,2.4,0,"Borde de zona crítica | target=(4.70, 2.00) | robot=(2.27, 0.29)",Decision | state=EXPLORANDO_CON_PRECAUCION | objective=Borde de zona crítica | risk=Medio | accion_ia=Avanzar con precaucion | gas=157.4ppm | temp=29.9C | vib=0.93 | inc=15.9deg | bateria=92.5% | obstaculo=2.40m | persona=0 | decision=Riesgo medio. Avanzar lentamente hacia objetivo.,"ALERTA BASE #4 | estado=EXPLORANDO_CON_PRECAUCION | x=2.83, y=0.58 | Waypoint alcanzado. Nuevo objetivo: Borde de zona crítica"
2026-06-11T14:17:03,2.0813,-0.0742,0.45,EXPLORANDO_CON_PRECAUCION,Medio,Avanzar con precaucion,29.4,154.9,0.73,12.2,92.3,2.77,0,"Borde de zona crítica | target=(4.70, 2.00) | robot=(2.27, 0.29)",Decision | state=EXPLORANDO_CON_PRECAUCION | objective=Borde de zona crítica | risk=Medio | accion_ia=Avanzar con precaucion | gas=157.4ppm | temp=29.9C | vib=0.93 | inc=15.9deg | bateria=92.5% | obstaculo=2.40m | persona=0 | decision=Riesgo medio. Avanzar lentamente hacia objetivo.,"ALERTA BASE #4 | estado=EXPLORANDO_CON_PRECAUCION | x=2.83, y=0.58 | Waypoint alcanzado. Nuevo objetivo: Borde de zona crítica"
